label,data
Բաց-կապույտ ծաղիկներ,"— Է՛հ, Թորիկս ժմնեց, մեկնումեկս գլոխնիս գետինը դնենք, ալ ուրիշ մարդ չունինք, Թորիկն է,— ասաց Թուրվանտա Քորոն և համբուրեց այն երեսը, որ կերել էր ապտակը։"
Բաց-կապույտ ծաղիկներ,
Բաց-կապույտ ծաղիկներ,"Ժամանակը սահեց, այնպես, ինչպես միշտ։"
Բաց-կապույտ ծաղիկներ,"Փալանճի Գիրգորը, ինչպես եղավ, մեռավ․ ո՛չ հիվանդ պառկեց, ո՛չ էլ ոտի վրա մաշվեց, այլ մի օր խանութից տուն եկավ թե՝"
Բաց-կապույտ ծաղիկներ,"— Թուրիկ, վրաս սրսփուք եկավ։"
Բաց-կապույտ ծաղիկներ,"Թուրվանտա Քորոն պառկեցրեց նրան, ոտները բրդե վերմակով փաթաթեց, տաք աղյուս դրավ, բայց հաջորդ առավոտ Փալանճի Գիրգորն այլևս չկար, իր բոլոր հաշիվները մաքրել էր աշխարհի հետ։"
Բաց-կապույտ ծաղիկներ,"— Թուրիկ մոքոր, հեչ մի լար, քանի ես սաղ եմ, դուն իմ մերս ես, քեզ սուրփի պես կպահիմ,— մխիթարեց մորաքրոջը Թորիկը։"
Բաց-կապույտ ծաղիկներ,"Թուրվանտա Քորոն, լալագին լաց լինելով, փաթաթվեց Թորիկին և ականջին շշնջաց."
Բաց-կապույտ ծաղիկներ,"— Լուսահոգիի ոսկի ակռան հանե, պետք կըլլի, օղո՛ւլ։"
Բաց-կապույտ ծաղիկներ,"Եվ Թորիկը կարողացավ պահել խանութի հաճախորդներին, առևտրից ոչինչ չպակասեց, տարբերությունր միայն այն էր, որ առաջ երկու ձեռք էր աշխատում, այժմ՝ մեկ։"
Բաց-կապույտ ծաղիկներ,"— Առաջ ըլ ուտող բերանն իրեք էր, հիմա՝ երկուք,— ասաց Թուրվանտա Քորոն։ [ 12 ] ﻿"
Բաց-կապույտ ծաղիկներ,"Թուրվանտա Քորոն և Թորիկը հիշում էին Փալանճի Գիրգորին միայն այն ժամանակ, երբ մի նոր կանաչեղեն էր դուրս գալիս՝ կոտեմը, առվի կարոսը, մարիամ խոտը, վարունգը, որովհետև Փալանճին սիրում էր այդ կանաչեղենները տուն բերել, հենց որ նրանք երևում էին շուկայում։"
Բաց-կապույտ ծաղիկներ,"— Ողորմած հոգին կովու պես կանաչ կուտեր,— ասում էր Թուրվանտա Քորոն։"
Բաց-կապույտ ծաղիկներ,"— Խիար կա՞ յա, Գիրգոր աղաս խիարի համար կը սատկեր,— ձայնակցում էր Թորիկը։"
Բաց-կապույտ ծաղիկներ,Փալանճի Գիրգորի հիշատակն այսպես վառ էր պահվում տանը։
Բաց-կապույտ ծաղիկներ,"Իսկ խանութում բոլոր հաճախորդները հիշում էին նրան, երբ էշերը բերում էին նոր փալան շինել տալու կամ հները նորոգելու։"
Բաց-կապույտ ծաղիկներ,"— Էսօր հինգ էշ բերին, հինգ փալանն ըլ Գիրգոր աղաս էր շիներ,— հաղորդում էր Թորիկը Թուրվանտա Քորոյին։"
Բաց-կապույտ ծաղիկներ,Թուրվանտա Քորոն կազմ և պատրաստ ուներ ոչ ավելի քան երկու կամ երեք կաթիլ արցունք աչքերի շատ մոտերքում և հարկ եղած ժամանակ կախում էր կոպերից։
Բաց-կապույտ ծաղիկներ,"Թորիկը երկյուղածությամբ և խոր երախտագիտությամբ վճարեց տերտերին հողվրտիքի համար, իսկ ամեն մեռելոցի ինքն անձամբ ներկա էր լինում գերեզմանոցում և օրհնել էր տալիս Փալանճի Գիրգորի ոսկորները։"
Բաց-կապույտ ծաղիկներ,"Երկար ժամանակ Թուրվանտա Քորոն սնդուկում պահում էր ամուսնու շորերը, բայց ծանոթ կանայք խորհուրդ տվին նրան, որ ամուսնու շորերը եթե Թորիկին հագցնի, Թորիկի սերն ավելի կլինի իր վրա, ուստի սնդուկից հանեց Փալանճի Գիրգորի շորերը և հագցրեց Թորիկին։ Դրանց մեջ ամենից արժեքավորը շալ գոտին էր, որը Թորիկը հպարտությամբ կապեց։"
Բաց-կապույտ ծաղիկներ,"— Ողորմած հոգիի էրևը քըզի ըլլի, օղուլ,— ասաց Թուրվանտա Քորոն, երբ Թորիկը սենյակի մեջտեղում պտտվում էր, որպեսզի շալ գոտին փաթաթվի մեջքին։"
Բաց-կապույտ ծաղիկներ,"Ժամանակը ցավի ոչ մի սուր ծայր չթողեց. Փալանճի Գիրգորի հագուստները Թորիկը մաշեցրեց, բացի շալ գոտուց, իսկ Թուրվանտա Քորոն սկսեց մտածել Թորիկին ամուսնացնելու մասին։ [ 13 ] ﻿"
Բաց-կապույտ ծաղիկներ,
Բաց-կապույտ ծաղիկներ,"Ամեն մի կին, որը ձեռնարկում է իր հարազատին ամուսնացնելու, վերից է սկսում։"
Բաց-կապույտ ծաղիկներ,Թուրվանտա Քորոն էլ սկսեց վերից։
Բաց-կապույտ ծաղիկներ,"— Թորի՛կ, օղո՛ւլ, վաղը տերթամ ֆապրիկաթոռին միջնակ աղջիկը տուզիմ քըզի համար,— ասաց Թուրվանտա Քորոն։"
Բաց-կապույտ ծաղիկներ,"— Հի՜, հի՜, հի․․․― ծիծաղեց Թորիկը։"
Բաց-կապույտ ծաղիկներ,"Օրը բոլոր խռովահույզ վիճակ ապրեց Թորիկը, գիշերն էլ քուն չմտավ աչքերը, ֆապրիկաթոռի աղջկան մի անգամ տեսել էր, «լուսուկտոր»՝ ինչպես ինքն էր ասում։"
Բաց-կապույտ ծաղիկներ,"Թուրվանտա Քորոն, միամտորեն, երկար, բախեց ֆապրիկաթոռենց մեծ դուռը և համառորեն սպասեց։"
Բաց-կապույտ ծաղիկներ,"«Կերևա չլսեցին »,— ասում էր մտքում ամեն մի բախելուն։"
Բաց-կապույտ ծաղիկներ,Բայց հանկարծ լսեց մի քրթմնջոց։
Բաց-կապույտ ծաղիկներ,"Մի քիչ սպասեց, հետզհետե քրթմնջոցը դիվային թվաց նրան։ Աչքը վեր բարձրացրեց, տեսավ մի գլուխ, որ վայրկենաբար ետ քաշվեց դռան վրայի լուսամուտից, և լսվեց նորից քրթմնջոցը։"
Բաց-կապույտ ծաղիկներ,Սառը քրտինք պատեց Թուրվանտա Քորոյին։
Բաց-կապույտ ծաղիկներ,— Վո՜ւյ գլխուս…
Բաց-կապույտ ծաղիկներ,"Երանի գետինք ճեղքվեր և մեջը մտներ։ Ոտները շարժվեցին, ուզում էր վազել, որպեսզի շուտ հեռանա, բայց հազիվ իրեն պահում էր ոտների վրա։"
Բաց-կապույտ ծաղիկներ,"Եթե Թուրվանտա Քորոն ետին դառնար, պիտի տեսներ մի քանի գլուխներ, որ դուրս էին ցցվել լուսամուտից և հռհռում էին իր վրա։"
Բաց-կապույտ ծաղիկներ,Թուրվանտա Քորոն հազիվ առաջին փողոցի անկյունը շրջվեց և հենվեց պատին։
Բաց-կապույտ ծաղիկներ,"Երբ Թորիկն իմացավ եղելությունը, ասաց."
Բաց-կապույտ ծաղիկներ,"— Արդեն սրտովս չէր, Թուրիկ մորքոր, դուն որ ըսիր, ալ չուզեցի խոսքդ կոյրիմ։"
Բաց-կապույտ ծաղիկներ,"Թուրվանտա Քորոն, սակայն, չհուսահատվեց, մի քանի օր հետո նորից բռնվեց Թորիկի համար աղջիկ գտնելու եռանդով, բայց այս անգամ մի քիչ ցած իջավ։ [ 14 ] ﻿"
Բաց-կապույտ ծաղիկներ,"— Աղջիկ մի կա, աչքս մտեր է, ամա դուն կուզես չես ուզեր՝ չեմ գիտեր,— ասաց Թուրվանտա Քորոն։"
Բաց-կապույտ ծաղիկներ,— Ո՞վ է։
Բաց-կապույտ ծաղիկներ,— Ենգոյենց Կիրակոս էֆենդիի աղջիկը։
Բաց-կապույտ ծաղիկներ,"— Պզտլի՞կը,— հարցրեց Թորիկը և զգաց, որ սրտում ինչ֊որ թռչուն է թպրտում։"
Բաց-կապույտ ծաղիկներ,"— Չէ՛, մենծը։"
Բաց-կապույտ ծաղիկներ,— Մենծն էլ գեշ չէ։
Բաց-կապույտ ծաղիկներ,"Ենգոյենք ընդունեցին Թուրվանտա Քորոյին, բայց այս անգամ ինքը չհամարձակվեց հայտնել, թե ինչու է գնացել, այնքան սառը և հեգնանքով ընդունեցին։ Այստեղ Թուրվանտա Քորոյի համար ավելի դժվար դրություն ստեղծվեց։ Ի՞նչ ասեր, ինչո՞ւ էր գնացել այն տունը, որտեղ կյանքումը ոտը չէր դրել։ Ամբողջ սպիտակեղենը թրջվեց քրտինքից։ Վերջապես ասաց."
Բաց-կապույտ ծաղիկներ,"— Եկեր իմ խնդրեմ՝ որ գործ ունենաք, որբ ունեցող կնիկ մի կա, անոր տաք, մեղք է, ձեռքն ըլ իստակ է։"
Բաց-կապույտ ծաղիկներ,"Ենգոյան Կիրակոս էֆենդիի կինը խոստացավ, որ եթե գործ լինի, այդ կնոջը տա։"
Բաց-կապույտ ծաղիկներ,Թուրվանտա Քորոն շալը քաշեց գլխին և դուրս ելավ։
Բաց-կապույտ ծաղիկներ,"— Քա՛, խելք որ չընեի, ի՞նչ տըլլեր վիճակս,— եզրակացրեց նա տուն վերադարձին։"
Բաց-կապույտ ծաղիկներ,Բայց Թորիկը չկարողացավ մտնել մորաքրոջ դրության մեջ։
Բաց-կապույտ ծաղիկներ,"— Ըսեիր՝ կեփեր,— ասաց նա։"
Բաց-կապույտ ծաղիկներ,"— Էնպես էրեսները կախեցին, ընծոր սև ձիթ քսեին,— առարկեց Թուրվանտա Քորոն։"
Բաց-կապույտ ծաղիկներ,"Հազիվ մի շաբաթ էր անցել, Թուրվանտա Քորոն նոր աղջիկ գտավ։ Այս աղջիկն արդեն ո՛չ ֆաբրիկանտի աղջիկ էր, ո՛չ էլ կալվածատերի, ինչպես Ենգոյանը, այլ միջին վաճառականի։"
Բաց-կապույտ ծաղիկներ,"— Հը՛, Թորիկ, երթամ ուզի՞մ,― հարցրեց Թուրվանտա Քորոն։"
Բաց-կապույտ ծաղիկներ,— Բերանդ բուրդ չիտան…— կասկածեց Թորիկը։
Բաց-կապույտ ծաղիկներ,― Չէ…
Բաց-կապույտ ծաղիկներ,"Այս անգամ Թուրվանտա Քորոն համարձակվեց ուզել [ 15 ] ﻿Իգնատ աղայի աղջկան, բայց վերադարձավ խորապես վիրավորված։"
Բաց-կապույտ ծաղիկներ,"— Բերանդ բուրդ տվին, հա՞,— ասաց Թորիկը։"
Բաց-կապույտ ծաղիկներ,"— Էրնեկ բուրդ տային, ուրիշ բան տվին։"
Բաց-կապույտ ծաղիկներ,"— Ի՞նչ ըսին,— հետաքրքրվեց Թորիկը, բայց դողում էր հավանական պատասխանից։"
Բաց-կապույտ ծաղիկներ,— Կնիկը ի՞նչ ըսե՝ աղեկ է։
Բաց-կապույտ ծաղիկներ,"Թորիկը լռություն պահեց։ Ներքուստ ցանկանում էր իմանալ, բայց արտաքուստ անտարբերություն ձևացրեց։ Թուրվանտա Քորոն շարունակեց․"
Բաց-կապույտ ծաղիկներ,"— «Ես կարծեցի՝ եկեր ես խնդրես, որ մեր լվացքը դուն ընես» կըսե։"
